, ,,,Week 7 - Deadline is 10am Thursday 4th December,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,,Sunday,,,,,,,,,
,No.,Store,Window,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Total Hours provided,Forecasted Hours,Guide Hours,Required Flex,Provided vs Forecasted Hours,Provided vs Guide Hours,Reason for not meeting Headcount,Actions being taken to resolve for future weeks
#REF!,197,Stirling,13.30-15.30,3,3,3,3,3,3,2,2,3,3,4,4,4,4,,,,,,,,
#REF!,197,Stirling,15.30-17.30,3,3,3,3,2,2,2,2,3,3,3,3,3,3,,,,,,,,
,197,Stirling,Total Hours,36,36,36,38,38,38,36,40,42,42,46,42,46,44,280,280,280,0,0,0,,
#REF!,50,Stoke,05.30-7.30,4,4,4,5,4,4,5,5,6,6,8,8,6,6,,,,,,,,
#REF!,50,Stoke,07.30-9.30,10,9.5,8,6.5,8,7.5,8,8,10,10,12,12,10,10,,,,,,,,
#REF!,50,Stoke,09.30-11.30,10,10,8,8.5,8,8.5,8,9,10,10,12,12,11,11,,,,,,,,
#REF!,50,Stoke,11.30-13.30,9,9.5,8,8.5,6,8,8,8,9,9,10,10,11,11,,,,,,,,
#REF!,50,Stoke,13.30-15.30,7,7,7,7,6,5.5,8,7,8,8,8,7.5,7,7,,,,,,,,
#REF!,50,Stoke,15.30-17.30,4,4,3,3,4,4,4,4,5,5,4,4,3,3,,,,,,,,
,50,Stoke,Total Hours,88,88,76,77,72,75,82,82,96,96,108,107,96,96,621,618,619,-1,3,2,,
#REF!,8,Thornbury,05.30-7.30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,
#REF!,8,Thornbury,07.30-9.30,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
#REF!,8,Thornbury,09.30-11.30,3,3,3,3,3,3,3,3,4,4,3,4,4,4,,,,,,,,
#REF!,8,Thornbury,11.30-13.30,3,3,3,3,3,3,3,3,4,4,4,3,4,4,,,,,,,,
#REF!,8,Thornbury,13.30-15.30,3,3,2,2,2,2,2,2,4,4,3,3,4,4,,,,,,,,
#REF!,8,Thornbury,15.30-17.30,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,,,,
#REF!,8,Thornbury,17.30-19.30,0,0,0,0,0,0,0,0,2,2,2,2,1,1,,,,,,,,
,8,Thornbury,Total Hours,32,32,30,30,30,30,30,30,42,42,42,42,42,42,248,248,248,0,0,0,,
,49,Wellington,09.30-11.30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,49,Wellington,11.30-13.30,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,,,,
#REF!,49,Wellington,13.30-15.30,3,3,2,2,2,2,3,3,3,3,4,4,4,4,,,,,,,,
,49,Wellington,Total Hours,18,18,16,16,16,16,18,18,18,18,22,22,22,22,130,130,130,0,0,0,,
,77,Winsford,07.30-9.30,2,2,2,2,1,1,2,2,2,2,2,2.5,2,2,,,,,,,,
#REF!,77,Winsford,09.30-11.30,5,4.5,5,4.5,5,3.5,5,5,6,6,7,7,7,7,,,,,,,,
#REF!,77,Winsford,11.30-13.30,5,5,5,5,5,5,5,5,6,7.5,7,7.5,7,7.5,,,,,,,,
#REF!,77,Winsford,13.30-15.30,4,4,3,3,3,2.5,3,2.5,4,4.5,4,4,3,3,,,,,,,,
#REF!,77,Winsford,15.30-17.30,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,
,77,Winsford,Total Hours,36,35,34,33,32,28,34,33,40,44,44,46,40,41,260,260,259,1,0,1,,
,417,Wrexham,09.30-11.30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,417,Wrexham,11.30-13.30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,417,Wrexham,13.30-15.30,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,,,,
,417,Wrexham,Total Hours,16,16,16,16,16,16,16,16,16,16,18,18,16,16,114,114,113,1,0,1,,
#REF!,155,York,09.30-11.30,5,5,5,5,5,5,5,5,6,6,6,6,6,6,,,,,,,,
#REF!,155,York,11.30-13.30,5,5,5,5,5,5,5,5,6,6,6,6,6,6,,,,,,,,
#REF!,155,York,13.30-15.30,3,3,2,2,2,3,3,3,3,3,4,4,3,3,,,,,,,,
#REF!,155,York,15.30-17.30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,
,155,York,Total Hours,30,30,28,28,28,30,30,30,34,34,36,36,34,34,222,220,221,2,2,1,,
